sku_id,gmm_cluster,confidence
SKU_00678,0,0.9869610049366023
SKU_00134,0,0.9388436327334538
SKU_00475,1,0.5392940768969047
SKU_00971,0,0.5721958160161528
SKU_00825,0,0.6293502018631291
SKU_00412,0,0.9286848080152129
SKU_00112,1,0.9100971120287256
SKU_00427,0,0.797711903288823
SKU_00512,0,0.9574649306035444
SKU_00305,1,0.8429719598808764
SKU_00313,0,0.9851537162082107
SKU_00814,0,0.588146615616507
SKU_00577,0,0.9648628754778384
SKU_00150,0,0.9832381727502303
SKU_00581,0,0.5395015180013957
SKU_00810,0,0.8477373758924484
SKU_00799,1,0.6520546308296178
SKU_00249,0,0.5183927420831229
SKU_00948,0,0.917109789325589
SKU_00228,1,0.9845843785952678
SKU_00679,0,0.9846990148541187
SKU_00203,1,0.5664546823101292
SKU_00183,0,0.9913589998457952
SKU_00517,1,0.7685877105234343
SKU_00324,0,0.9396307817702437
SKU_00923,0,0.9957624637256466
SKU_00758,0,0.9812371719608657
SKU_00245,1,0.8431964207015242
SKU_00731,0,0.9094865042296749
SKU_00575,1,0.8101512384808236
SKU_00943,1,0.9734473302605978
SKU_00836,0,0.9138421800817574
SKU_00498,0,0.9912273370233962
SKU_00648,0,0.9910852453307377
SKU_00393,0,0.6860428423967238
SKU_00446,0,0.6734180007803475
SKU_00390,0,0.6972846462835711
SKU_00240,0,0.5837219015859435
SKU_00710,0,0.5300741002727816
SKU_00671,1,0.8804833028435621
SKU_00447,0,0.603634628310077
SKU_00308,1,0.7296008617614604
SKU_00197,0,0.762209356642018
SKU_00937,1,0.6416885888767002
SKU_00869,1,0.7709925065783042
SKU_00769,1,0.7737477088350889
SKU_00705,0,0.8740659468428839
SKU_00627,0,0.5739663956981295
SKU_00178,0,0.5461885388642403
SKU_00127,1,0.6909022488193372
SKU_00384,0,0.8052497267897344
SKU_00419,0,0.9447433729203204
SKU_00996,0,0.967706770480633
SKU_00120,0,0.7649990361650977
SKU_00991,0,0.9860449386086879
SKU_00070,1,0.6050213218715667
SKU_00905,1,0.8924617922724561
SKU_00431,1,0.7801435916611384
SKU_00795,0,0.9302421437614221
SKU_00271,1,0.7203033425068036
SKU_00403,0,0.9843293822485432
SKU_00378,0,0.9754074409513516
SKU_00932,0,0.7771871400478512
SKU_00035,0,0.6859797345395978
SKU_00891,0,0.8562981101914949
SKU_00737,0,0.977646566762236
SKU_00267,0,0.6117044750775974
SKU_00139,0,0.8792263755657791
SKU_00509,0,0.8615584835561977
SKU_00367,0,0.7571979773657009
SKU_00207,0,0.9179784591095289
SKU_00002,1,0.7861426070898169
SKU_00780,0,0.7130889391893132
SKU_00748,0,0.62996964354634
SKU_00471,1,0.7316804661275315
SKU_00352,0,0.9621569395458768
SKU_00614,0,0.9737690191766276
SKU_00464,1,0.5259310874045412
SKU_00558,0,0.6272129233193477
SKU_00745,1,0.5299188057285867
SKU_00759,1,0.7560597469482379
SKU_00798,0,0.8992538321804298
SKU_00645,0,0.8920622651412426
SKU_00226,0,0.8833593931527467
SKU_00680,0,0.5232960907723644
SKU_00574,0,0.9970254690944553
SKU_00450,0,0.5271550806941174
SKU_00238,0,0.71144004227253
SKU_00094,0,0.7489511277712897
SKU_00707,0,0.9785553426731183
SKU_00524,0,0.8006324703204869
SKU_00435,0,0.97516985202711
SKU_00170,0,0.5055868655086496
SKU_00073,0,0.6842475938198057
SKU_00137,0,0.9718087135275323
SKU_00573,1,0.7019175110017952
SKU_00950,0,0.6874996701087215
SKU_00719,1,0.7312748557824617
SKU_00727,1,0.5729634481021821
SKU_00485,1,0.7707233048082887
SKU_00513,0,0.7638919262509145
SKU_00357,0,0.8993694078107918
SKU_00113,1,0.7738684322194457
SKU_00752,1,0.6285334273706777
SKU_00803,1,0.7918656241995279
SKU_00813,1,0.8180343788381561
SKU_00118,0,0.7785511691055704
SKU_00961,0,0.874870912044445
SKU_00252,0,0.907142067761209
SKU_00480,0,0.9824217529986661
SKU_00165,0,0.9750832927647767
SKU_00820,0,0.7488694576528544
SKU_00052,1,0.8385703310841269
SKU_00709,0,0.8912060417681825
SKU_00398,0,0.8805495449550693
SKU_00541,0,0.9868741803949183
SKU_00414,1,0.7350983495682492
SKU_00697,0,0.9200508595828382
SKU_00872,0,0.574269925214899
SKU_00508,0,0.5218103098921029
SKU_00947,1,0.5196679523359117
SKU_00221,0,0.628551176928412
SKU_00463,0,0.797144091496354
SKU_00182,0,0.9928143343178374
SKU_00355,1,0.8764190384145305
