sku_id,avg_actual_demand,avg_predicted_demand,mae,mape,mape_coverage_pct,r2_score
SKU_00000,55.43589743589744,54.04289925879563,8.821945364319022,18.30877418072416,100.0,0.5133694702356758
SKU_00001,3.4017094017094016,3.3083630316277857,0.7415401254624043,26.610254982539587,99.71509971509973,0.4123686861537692
SKU_00002,120.09401709401709,119.72185843181067,20.468568736331754,20.56570309395854,100.0,0.48400678380146844
SKU_00003,67.86039886039886,66.24211987496442,11.412856732593303,21.130049553574594,100.0,0.5110557321865319
SKU_00004,0.6666666666666666,0.6790365264286683,0.28785434373763213,20.940312820261923,66.0968660968661,0.3509164532297985
SKU_00005,15.91168091168091,15.774374363599,2.75368507822015,20.896648355325013,100.0,0.5250545254892569
SKU_00006,33.111111111111114,33.20996021460264,5.674364020851603,20.185382347174,100.0,0.4606946130102123
SKU_00007,30.643874643874643,30.16126300432743,5.233300339122783,20.6841952851875,100.0,0.4954884044978306
SKU_00008,4.561253561253562,4.510537367600661,0.8791760350564265,22.592096371554074,99.43019943019942,0.4810123981553648
SKU_00009,6.518518518518518,6.539818127780218,1.1887924160033547,22.151432477690747,100.0,0.4487897762050068
SKU_00010,108.66951566951568,107.79334876068637,18.380824614793827,19.33694946530056,100.0,0.5053566419267992
SKU_00011,14.051282051282051,14.088995982608903,2.339476615445227,19.436567463023458,100.0,0.5355340560476078
SKU_00012,43.894586894586894,43.25983010839533,7.1617578155974035,21.19273776288961,100.0,0.4808340213753698
SKU_00013,32.324786324786324,32.00262410824116,5.501737831324934,20.795895716837016,100.0,0.5120328592160821
SKU_00014,67.13960113960114,66.39565050601958,11.774652435229374,21.18557428525271,100.0,0.49330662043806395
SKU_00015,128.5954415954416,129.07089603456677,20.8053614352843,18.989080093624352,100.0,0.43484920670432703
SKU_00016,76.38461538461539,76.04280648136411,12.269811124883146,19.208270654020023,100.0,0.5191225609223392
SKU_00017,101.82051282051282,101.41144691233622,16.711989155182472,18.712883272730753,100.0,0.4925847328189331
SKU_00018,81.09116809116809,80.81681644916536,13.371388872464498,19.36062152389221,100.0,0.4589395227684875
SKU_00019,12.871794871794872,12.7746805968108,2.2056252626951602,21.05724409207793,100.0,0.5412079872852231
SKU_00020,114.3076923076923,112.3897832265267,20.39695671430001,22.259619820578976,100.0,0.47980203753559736
SKU_00021,32.81766381766382,32.78852722074232,5.78207288168774,20.35223376018534,100.0,0.474826116216159
SKU_00022,60.27065527065527,59.92550959011428,9.674878586646157,18.349996699502697,100.0,0.5131902536752266
SKU_00023,53.66096866096866,53.07353429661857,9.421288269367652,21.13787388377303,100.0,0.4602310316636459
SKU_00024,78.06267806267806,77.60178946124182,13.067205082317363,19.329288151734904,100.0,0.4835222860079701
SKU_00025,45.370370370370374,45.16898677865325,7.698988872545737,20.024256007797582,100.0,0.5294961016062634
SKU_00026,122.98290598290598,121.61577136649026,20.30200281764707,19.523734852278405,100.0,0.4893357773060071
SKU_00027,101.94871794871794,100.6703656468636,15.945100019290576,18.43899308608668,100.0,0.5483236222027061
SKU_00028,23.623931623931625,23.616183368229123,4.158098903476683,21.05454271678536,100.0,0.4981188356489906
SKU_00029,66.13675213675214,65.38539182443564,11.102364047809884,19.865164680090956,100.0,0.5041586041741793
SKU_00030,11.11111111111111,11.017063709405754,2.0411106083128185,21.4159303180488,100.0,0.5073577646916323
SKU_00031,30.62962962962963,30.896755579784724,5.580251346541266,21.486788497715366,100.0,0.46168850690041274
SKU_00032,40.62108262108262,40.249316414452004,7.009599733301717,20.630729866703064,100.0,0.5020613005629762
SKU_00033,21.54700854700855,21.275963611072964,3.4670206484971224,18.767569674551922,100.0,0.56045237933256
