sku_id,predicted_demand
SKU_00678,0.8430048227310181
SKU_00134,0.844049334526062
SKU_00475,0.8443968296051025
SKU_00971,0.8462527990341187
SKU_00825,0.8443365097045898
SKU_00412,0.8446285724639893
SKU_00112,0.8439842462539673
SKU_00427,0.8433551788330078
SKU_00512,0.8425430059432983
SKU_00305,0.8450850248336792
SKU_00313,0.8435409069061279
SKU_00814,0.8434435129165649
SKU_00577,0.8432657718658447
SKU_00150,0.844807505607605
SKU_00581,0.8439306020736694
SKU_00810,0.8430378437042236
SKU_00799,0.8419150114059448
SKU_00249,0.8453675508499146
SKU_00948,0.8436334133148193
SKU_00228,0.8441488742828369
SKU_00679,0.8428503274917603
SKU_00203,0.8447035551071167
SKU_00183,0.8429840803146362
SKU_00517,0.8435077667236328
SKU_00324,0.8448505401611328
SKU_00923,0.8441612720489502
SKU_00758,0.8445929288864136
SKU_00245,0.8424410820007324
SKU_00731,0.8436079025268555
SKU_00575,0.8456703424453735
SKU_00943,0.8437234163284302
SKU_00836,0.8436511754989624
SKU_00498,0.8441916704177856
SKU_00648,0.8454185724258423
SKU_00393,0.8438626527786255
SKU_00446,0.8451683521270752
SKU_00390,0.8440773487091064
SKU_00240,0.8442907333374023
SKU_00710,0.8429117202758789
SKU_00671,0.8441320657730103
SKU_00447,0.8430770635604858
SKU_00308,0.8441939353942871
SKU_00197,0.8436071872711182
SKU_00937,0.8451244831085205
SKU_00869,0.8458901643753052
SKU_00769,0.8439329862594604
SKU_00705,0.8478885889053345
SKU_00627,0.8436073064804077
SKU_00178,0.8453762531280518
SKU_00127,0.8443033695220947
SKU_00384,0.8448246717453003
SKU_00419,0.8442641496658325
SKU_00996,0.8434278964996338
SKU_00120,0.84498131275177
SKU_00991,0.84381103515625
SKU_00070,0.843923807144165
SKU_00905,0.8463051319122314
SKU_00431,0.843707799911499
SKU_00795,0.8416321277618408
SKU_00271,0.8450865745544434
SKU_00403,0.8446846008300781
SKU_00378,0.8435802459716797
SKU_00932,0.8443101644515991
SKU_00035,0.8443429470062256
SKU_00891,0.8445377349853516
SKU_00737,0.8448249101638794
SKU_00267,0.8419783115386963
SKU_00139,0.8468116521835327
SKU_00509,0.8445050716400146
SKU_00367,0.8469977378845215
SKU_00207,0.8435193300247192
SKU_00002,0.8433480262756348
SKU_00780,0.8426127433776855
SKU_00748,0.8449903726577759
SKU_00471,0.8452627658843994
SKU_00352,0.8431000709533691
SKU_00614,0.8448940515518188
SKU_00464,0.8464597463607788
SKU_00558,0.8449240922927856
SKU_00745,0.8456311225891113
SKU_00759,0.8433531522750854
SKU_00798,0.8436237573623657
SKU_00645,0.8453943729400635
SKU_00226,0.8486378192901611
SKU_00680,0.8449106216430664
SKU_00574,0.8435145616531372
SKU_00450,0.8443888425827026
SKU_00238,0.8438526391983032
SKU_00094,0.8460606336593628
SKU_00707,0.8457018136978149
SKU_00524,0.843101978302002
SKU_00435,0.8441897630691528
SKU_00170,0.8456426858901978
SKU_00073,0.8443838357925415
SKU_00137,0.8460103273391724
SKU_00573,0.844153642654419
SKU_00950,0.8451093435287476
SKU_00719,0.8451745510101318
SKU_00727,0.8480402231216431
SKU_00485,0.8487454652786255
SKU_00513,0.8415614366531372
SKU_00357,0.8417419195175171
SKU_00113,0.8463826179504395
SKU_00752,0.8431458473205566
SKU_00803,0.8434245586395264
SKU_00813,0.8447946310043335
SKU_00118,0.8442009687423706
SKU_00961,0.8450266122817993
SKU_00252,0.8442769050598145
SKU_00480,0.8454948663711548
SKU_00165,0.8444993495941162
SKU_00820,0.8458112478256226
SKU_00052,0.8459579944610596
SKU_00709,0.8442606925964355
SKU_00398,0.8424961566925049
SKU_00541,0.8439019918441772
SKU_00414,0.8430590629577637
SKU_00697,0.8417891263961792
SKU_00872,0.8453136682510376
SKU_00508,0.8478288650512695
SKU_00947,0.8438678979873657
SKU_00221,0.843255877494812
SKU_00463,0.8453323841094971
SKU_00182,0.8465006351470947
SKU_00355,0.843191385269165
SKU_00200,0.8432780504226685
SKU_00839,0.8443338871002197
SKU_00771,0.8482792377471924
SKU_00860,0.8485252857208252
SKU_00886,0.8478834629058838
SKU_00065,0.8437711000442505
SKU_00473,0.8460077047348022
SKU_00325,0.8444705009460449
SKU_00568,0.8502873182296753
SKU_00295,0.8429368734359741
SKU_00401,0.8475687503814697
SKU_00774,0.841793417930603
SKU_00807,0.8447715044021606
SKU_00914,0.8440655469894409
SKU_00647,0.8465926647186279
SKU_00388,0.8454580307006836
SKU_00903,0.8441488742828369
SKU_00247,0.8463773727416992
SKU_00154,0.8501894474029541
SKU_00549,0.8472422361373901
SKU_00532,0.8509045839309692
SKU_00949,0.8441723585128784
SKU_00396,0.8481642007827759
SKU_00020,0.8453679084777832
SKU_00548,0.8422129154205322
SKU_00489,0.8485692739486694
SKU_00107,0.8452059030532837
SKU_00609,0.8457980155944824
SKU_00462,0.8464024066925049
SKU_00966,0.8462542295455933
SKU_00358,0.8499851226806641
SKU_00970,0.8455641269683838
SKU_00791,0.8443422317504883
SKU_00755,0.846807599067688
SKU_00631,0.8499066829681396
SKU_00421,0.8474771976470947
SKU_00534,0.8456546068191528
SKU_00720,0.8450729846954346
SKU_00467,0.8459154367446899
SKU_00233,0.8441022634506226
