sku_id,unit_cost,annual_demand,weight_kg,volume_cu_m,pick_frequency,avg_daily_demand,demand_std,abc_priority
SKU_00678,1.6403857154968984,1.595466926335397,0.3447939877158988,-0.3124478586561667,-1.3729110985732855,1.6086249933686192,1.575982279673992,1.226586632396466
SKU_00134,1.549450210358479,1.6421372150350457,-1.5693073400976048,1.4084903214385562,-0.8534593019129431,1.6841415757013138,1.589596970956506,1.226586632396466
SKU_00475,1.720810044375972,1.4351950067590595,-0.9809706228008239,-0.028581767094150525,0.5317454891813036,1.466664985545421,1.388034841631614,1.226586632396466
SKU_00971,1.5286353152659589,1.5892488788888872,0.617745525175224,-0.897921672502825,0.4451701897379131,1.5864306558623376,1.5234845859774988,1.226586632396466
SKU_00825,1.470547235937995,1.6229241470823461,-1.3789293769957223,-1.501137117072109,0.2720195908511323,1.5995518365264287,1.750033913370261,1.226586632396466
SKU_00412,1.5757973034822341,1.445046070691171,-1.2676844226530564,0.02464312507372755,-0.6803087030261622,1.4762266969868065,1.5384062885809215,1.226586632396466
SKU_00112,1.5042244914531357,1.507016948051333,-1.2436004634654687,0.840758138314524,1.3974984836152076,1.4873936592541182,1.5787956994800962,1.226586632396466
SKU_00427,1.3604564951164257,1.6536650558066655,-0.15064745842875882,-0.4721225351598007,-0.07428160692242933,1.6454061753365765,1.555817830194495,1.226586632396466
SKU_00512,1.5145973627617006,1.4533600891870666,-1.126621233125758,-1.447912224904231,-0.8534593019129431,1.419624156994371,1.2688384530143997,1.226586632396466
SKU_00305,1.6622378977202754,1.298118500129254,-1.0039077267890024,0.85849976903715,1.1377725852850364,1.2738952994059551,1.3824996503531695,1.226586632396466
SKU_00313,1.617012178814932,1.333400679460575,1.4882086215266015,1.3552654292706783,-1.3729110985732855,1.3492722947103082,1.302984770448466,1.226586632396466
SKU_00814,1.2995331642974544,1.660931088777868,-0.1277103544405801,-0.22373970504303656,0.35859489029452274,1.6501521343001844,1.6492207904577998,1.226586632396466
SKU_00577,1.4935750102430094,1.4259028684401176,0.4468641004632936,0.18431780157736177,-0.9400346013563334,1.458359557359108,1.354891704927083,1.226586632396466
SKU_00150,1.4308537150638863,1.475297919503967,1.1475926273021495,-1.022113087561207,-1.1997604996865046,1.5202664044285163,1.4820613729987167,1.226586632396466
SKU_00581,1.676552460126095,1.2242005877875952,-0.228633611988566,1.231074014212296,0.35859489029452274,1.2577729976325238,1.0666550605419225,1.226586632396466
SKU_00810,1.693010749269018,1.1994681294048473,-1.2458941738642866,0.574633677475134,-0.33400750525260053,1.2075914609437932,1.1220104648796094,1.226586632396466
SKU_00799,1.4796062102141416,1.389991897793981,0.9824454785872636,-1.5898452706852393,0.8780466869548652,1.3586246256091816,1.4029936324659364,1.226586632396466
SKU_00249,1.241721694871052,1.6321464196996418,1.186585704082053,-0.2947062279335407,0.5317454891813036,1.635425702810167,1.6405044077882052,1.226586632396466
SKU_00948,1.3132253544247598,1.5420895302777156,1.371229391186891,0.2020594322999878,-0.5071581041393813,1.5674468200079081,1.4139484719092144,1.226586632396466
SKU_00228,1.3753242773253687,1.4507750582261578,1.323061472811716,1.0891409684312883,2.2632514780491118,1.4243003224438078,1.4852263959787877,1.226586632396466
SKU_00679,1.2845270771377302,1.5321686006439579,0.18423425979864885,0.893983030482402,-1.3729110985732855,1.6223743156602461,1.6168972723155135,1.226586632396466
SKU_00203,1.397591374401088,1.4087857715368035,0.882669076238687,0.6988250925335158,0.618320788624694,1.4392361344763365,1.4358139885540442,1.226586632396466
SKU_00183,1.3249812752411334,1.4712457088084887,-1.1392366403192562,-0.27696459721091465,-1.6326369969034566,1.445377963723358,1.3756995410848778,1.226586632396466
SKU_00517,1.0963631916003622,1.6646339709651157,-0.5325502398319324,0.6988250925335158,0.9646219863982556,1.6944710157985772,1.669642517910778,1.226586632396466
SKU_00324,1.5903884757896156,1.1431563738780262,0.46406692845442743,0.042384755796353576,-0.6803087030261622,1.1608995999635963,1.175773494468398,1.226586632396466
SKU_00923,1.0597815321188229,1.7029902411688687,-0.14376632723230517,0.9826911840955322,-1.9789381946770184,1.7082203380902043,1.6513437371267894,1.226586632396466
SKU_00758,1.3816863050612886,1.3144670743144602,1.4744463591336947,-1.7850032086341254,-1.1131852002431142,1.3415950081515313,1.266208473772885,1.226586632396466
SKU_00245,1.4995221231265863,1.191223976610598,0.8700536690451889,0.7165667232561418,1.2243478847284268,1.1889565926602168,1.256640317760433,1.226586632396466
SKU_00731,1.110124534203058,1.6014753766769687,-1.1323555091228026,-1.1285628718969631,-0.5071581041393813,1.627329655166366,1.7232089132487578,1.226586632396466
SKU_00575,1.5720630698111506,1.0902680377318676,-0.5325502398319324,-0.6495388423860606,1.1377725852850364,1.1113462049024012,0.9200336684214928,1.226586632396466
SKU_00943,1.1620580432212735,1.4946507188599591,-1.3479642866116812,1.1778491220444185,1.91695028027555,1.5096577902745705,1.7613435519840694,1.226586632396466
SKU_00836,1.4533974220411678,1.1843072721476262,0.7886269498871548,1.6036482593874426,-0.5937334035827718,1.1475690387569932,1.0779904712211725,1.226586632396466
